Order,Lot Frontage,Lot Area,Overall Qual,Year Built,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Yr Sold,SalePrice
2221,110,14442,6,1957,106,1477,1839,1839,2,7,2,1957,2,416,2007,257500
2222,75,13125,7,1940,,800,960,1740,1,6,2,1940,1,240,2007,219500
2223,,21000,6,1953,184,1809,2259,2259,2,7,2,1953,2,450,2007,217000
2224,,25485,6,1960,423,1560,1560,1560,1,6,3,1960,2,580,2007,201000
2225,,21579,6,1968,,1488,1488,1488,2,7,2,1968,2,552,2007,215000
2226,24,1782,6,1980,,516,529,1045,1,5,1,1980,2,462,2007,123900
2227,,17871,4,1995,,1680,1680,1680,2,7,0,1996,2,628,2007,170000
2228,35,3907,8,1988,,1004,1020,1020,1,4,0,1988,2,509,2007,200000
2229,,20693,7,1971,652,1696,1696,1696,2,7,2,1971,2,625,2007,198000
2230,,32668,6,1957,,2035,2515,2515,3,9,2,1975,2,484,2007,200624
2231,70,18044,8,1986,,279,2726,2726,2,6,1,1986,2,691,2007,315000
2232,85,8500,5,1919,,793,997,1517,2,7,0,,0,0,2007,115000
2233,50,7000,6,1940,,720,720,1215,1,6,0,1965,2,720,2007,141000
2234,50,5000,5,1941,,720,803,803,1,5,0,1941,2,360,2007,87000
2235,50,7288,5,1925,,936,936,1601,2,6,0,,0,0,2007,129850
2236,50,6060,4,1939,,732,772,1123,1,4,0,1979,1,264,2007,100000
2237,50,9060,5,1923,,859,942,1828,2,6,0,,0,,2007,150909
2238,46,3672,5,1922,,816,816,816,1,5,0,1922,1,100,2007,75200
2239,59,8263,6,1920,,1012,1012,1012,1,6,1,1920,1,308,2007,118400
2240,60,8967,5,1920,,961,1077,1077,1,6,0,1920,1,338,2007,67000
2241,75,13710,5,1950,,910,910,1558,1,6,0,1950,1,282,2007,152000
2242,64,11067,2,1939,,0,640,845,1,4,0,1950,1,256,2007,68104
2243,75,8250,5,1895,,957,1034,1991,2,9,0,,0,0,2007,119600
2244,65,6565,4,1957,,1073,1073,1073,1,6,0,1985,2,720,2007,140000
2245,60,6060,5,1930,,837,1001,1001,1,5,0,1930,1,216,2007,124900
2246,59,5568,8,2006,473,1573,1625,1625,2,5,1,2006,2,495,2007,375000
2247,44,4750,8,2006,481,1573,1625,1625,2,5,1,2006,2,538,2007,235000
2248,,12150,6,1979,,1001,1299,1299,2,5,1,1979,2,486,2007,183500
2249,,7540,6,1978,,888,912,912,1,5,1,1978,2,470,2007,156000
2250,71,9187,6,1983,,1084,1080,1080,1,5,0,1983,2,484,2007,134000
2251,80,10000,5,2002,166,1441,1392,1392,2,6,1,2002,3,650,2007,215000
2252,44,12864,7,2002,,1409,1409,1409,1,4,1,2002,2,576,2007,245000
2253,,9928,7,1991,,1454,1478,1478,2,6,1,1991,2,506,2007,210000
2254,,8750,7,1975,50,852,918,918,1,4,0,1975,1,360,2007,148000
2255,82,8410,6,1974,,970,1026,1026,1,5,1,1974,2,528,2007,143000
2256,46,4054,7,1987,352,1501,1501,1501,2,5,2,1987,2,512,2007,244000
2257,,9763,7,1998,239,1502,1502,1502,1,5,1,1998,1,286,2007,330000
2258,115,16905,5,1959,,1350,1328,1328,1,5,2,1959,1,308,2007,170000
2259,149,19958,6,1958,1224,585,2279,2279,2,7,1,1958,2,461,2007,257000
2260,67,8368,7,2006,,1689,1689,1689,2,7,0,2007,2,433,2007,231713
2262,64,9037,8,2006,32,1476,1484,1484,2,6,1,2006,2,472,2007,265900
2263,89,10991,8,2007,80,1571,1571,1571,2,7,1,2007,3,722,2007,239000
2264,67,10656,8,2006,274,1638,1646,1646,2,6,1,2007,3,870,2007,248900
2265,42,10331,7,1985,,1265,1240,1240,2,6,0,1985,2,528,2007,174000
2266,44,13758,7,1990,117,1156,1187,1717,2,7,1,1990,2,400,2007,187500
2267,,9303,6,1996,42,872,888,1756,2,7,0,1996,2,422,2007,204000
2268,,6718,8,2001,86,1267,1312,1312,2,5,0,2001,2,471,2007,180500
2269,73,9590,7,2003,442,868,1146,1146,2,6,1,2003,2,438,2007,187500
2270,80,11305,8,2002,886,1922,1922,1922,2,6,1,2002,3,692,2007,282000
2271,,7777,6,1996,203,1491,1491,1491,2,7,1,1996,2,571,2007,178000
2272,85,14536,8,2002,236,1616,1629,1629,2,9,1,2002,3,808,2007,270000
2273,,11800,7,2003,94,1122,1146,2486,3,10,1,2003,2,452,2007,279900
2274,50,35133,5,1963,226,1572,1572,1572,1,5,2,1963,3,995,2007,186700
2275,93,15306,8,2006,100,1732,1776,1776,2,7,1,2006,3,712,2007,283463
2276,85,12633,10,2006,242,1824,1824,1824,2,8,1,2006,3,932,2007,392000
2277,88,12665,8,2005,245,1094,1133,2482,2,9,1,2005,3,642,2007,281213
2278,70,8402,5,2007,,1120,1120,1120,1,6,0,,0,0,2007,147000
2279,200,43500,3,1953,,0,2034,2034,1,9,0,1953,4,1041,2007,130000
2280,62,6710,6,1996,134,920,936,936,0,3,0,1996,2,460,2007,140000
2281,94,25286,4,1963,,1064,1040,1040,1,5,0,1963,2,648,2007,132250
2282,100,25000,5,1967,,1632,1632,1632,2,8,0,1967,2,576,2007,143000
2283,,32463,4,1961,149,1249,1622,1622,1,7,1,1975,4,1356,2007,168000
2284,44,4224,5,1976,,1040,1060,1060,1,6,1,1976,2,572,2007,129900
2285,44,4224,5,1976,,1142,1142,1142,1,6,1,1976,2,528,2007,134000
2286,21,1504,4,1972,,546,546,1092,1,5,0,1972,1,253,2007,85500
2287,,1533,4,1970,,530,530,992,1,4,0,1970,1,297,2007,106500
2288,21,1495,4,1970,189,546,546,1092,1,5,0,,0,0,2007,93900
2289,21,2001,4,1970,80,546,546,1092,1,6,0,1970,1,286,2007,75000
2290,21,1936,4,1970,,630,630,630,1,3,0,,0,0,2007,84500
2291,21,1890,4,1976,,546,546,1092,1,6,0,1976,1,286,2007,75190
2292,,11333,6,1976,,1029,1062,1062,1,5,2,1976,2,539,2007,146800
2293,72,9129,5,1977,144,923,1008,1008,1,4,1,1977,2,678,2007,153500
2294,,15957,6,1977,,1244,1356,1356,2,6,1,1977,2,528,2007,188000
2295,61,33983,5,1977,,1160,1676,1676,1,6,2,1977,2,672,2007,196000
2296,68,8286,5,1977,,716,716,1432,1,6,1,1977,2,531,2007,157000
2297,50,6723,5,1971,,796,796,796,1,5,0,,0,0,2007,138000
2298,54,7244,5,1970,,768,768,768,1,5,0,1987,2,624,2007,129500
2299,124,27697,4,1961,198,1396,1608,1608,1,6,0,1961,1,444,2007,80000
2300,69,7599,4,1982,,845,845,845,1,4,0,1987,2,360,2007,129500
2301,,11000,5,1976,,1090,1178,1178,1,6,0,1976,2,502,2007,135000
2302,76,8314,5,1982,,816,816,816,1,5,0,1982,1,264,2007,124500
2303,65,11625,5,1983,,816,816,816,1,4,0,1983,1,264,2007,139000
2304,63,10712,5,1991,,974,974,974,1,5,0,,0,0,2007,93500
2305,62,10447,5,1984,,864,887,887,1,5,0,1984,1,288,2007,124500
2306,,11027,6,1954,28,1178,1293,1293,2,5,0,1954,2,452,2006,149900
2307,85,10533,6,1956,244,1008,1024,1024,1,5,2,1956,1,313,2006,157500
2308,,11765,5,1957,302,1617,1797,1797,1,7,1,1957,3,963,2006,169000
2309,,39384,6,1957,902,1705,1390,1390,1,4,2,1957,2,550,2006,252000
2310,90,11727,7,1969,434,1851,1851,1851,2,8,1,1969,2,506,2006,192100
2311,60,8238,6,1997,,813,813,1525,2,6,1,1997,2,400,2006,183500
2312,,13006,7,1997,285,964,993,2236,2,8,1,1997,2,642,2006,222000
2313,,13041,6,1995,,781,781,1671,2,7,1,1995,2,423,2006,170000
2314,,13031,6,1995,,691,691,1498,2,6,1,1995,2,409,2006,187500
2315,54,9783,6,1996,,821,821,1776,2,7,1,1996,2,443,2006,202000
2316,70,11207,6,1997,,802,802,1511,2,8,1,1997,2,413,2006,185000
2317,134,19378,7,2005,456,1392,1392,2462,2,9,1,2006,2,576,2006,320000
2318,50,14859,7,2006,27,1670,1670,1670,2,7,1,2006,3,690,2006,240000
2319,50,13128,8,2005,216,1074,1074,2064,2,7,1,2005,2,527,2006,250000
2320,72,10463,8,2005,,893,901,1801,2,8,1,2005,3,800,2006,239900
2321,42,13751,7,2005,248,1700,1700,2212,2,9,1,2006,3,773,2006,309000
2322,168,23257,7,2006,,868,887,2021,2,9,1,2006,2,422,2006,274725
2323,68,13108,8,1994,,2062,2079,2687,2,9,0,1994,2,618,2006,270000
2324,,8076,6,1993,112,1160,1169,1169,2,6,1,1993,2,402,2006,183500
2325,,7685,6,1993,112,697,697,1501,2,6,1,1993,2,420,2006,165600
2326,63,9084,7,1998,,935,955,1632,2,8,1,1998,2,462,2006,176500
2327,30,3701,8,1987,,1191,1204,1204,2,5,0,1987,2,461,2006,130000
2328,44,5306,7,1987,,1064,1064,1767,2,5,1,1987,2,504,2006,239000
2329,,6563,8,1985,,1742,1742,1742,2,5,1,1985,2,564,2006,275000
2330,59,16023,9,2005,600,1398,1414,2798,3,11,1,2005,3,670,2006,457347
2331,60,18062,10,2006,662,1528,1528,3390,3,10,1,2006,3,758,2006,545224
2332,63,12292,9,2006,184,1094,1102,2473,2,11,1,2006,3,675,2006,356383
2333,85,16056,9,2005,208,1992,1992,2868,3,11,1,2005,3,716,2006,556581
2334,82,12438,8,2006,466,1234,1264,2576,2,10,1,2006,3,666,2006,361919
2335,82,16052,10,2006,734,1850,1850,2698,2,11,1,2006,3,736,2006,535000
2336,92,15922,9,2005,550,1390,1390,2795,3,10,1,2005,3,660,2006,401179
2337,66,13682,10,2006,1031,1410,1426,2945,3,10,1,2006,3,641,2006,438780
2338,,14762,5,1948,,0,1547,2320,2,7,1,1979,2,672,2006,169000
2339,100,34650,5,1955,,1056,1056,1056,1,5,0,1955,2,572,2006,145000
2340,60,8147,9,2005,230,1714,1714,1714,2,7,1,2005,2,517,2006,318000
2341,69,11302,8,2005,238,1814,1826,1826,2,7,1,2005,3,758,2006,319000
2342,90,18261,9,2005,420,1910,2000,2000,2,8,2,2005,3,722,2006,470000
2343,91,14145,7,1984,,1208,1621,1621,2,8,0,1984,2,440,2006,202500
2344,,13837,7,1988,178,1204,1377,2183,2,9,0,1988,3,786,2006,229000
2345,,16659,7,1977,34,795,1468,2263,2,9,1,1977,2,539,2006,235000
2346,,18800,6,1976,120,796,790,1574,2,6,1,1976,2,566,2006,190000
2347,,10464,6,1980,130,988,1102,1102,1,5,1,1980,2,582,2006,169000
2348,80,10400,7,1988,102,1845,1872,1872,2,6,1,1988,2,604,2006,241500
2349,81,10530,7,1978,68,945,945,1857,2,8,1,1978,2,482,2006,188900
2350,79,10240,6,1980,157,1686,1686,1686,2,7,1,1980,2,612,2006,207500
2351,80,16692,7,1978,184,1392,1392,2784,3,12,2,1978,2,564,2006,250000
2352,85,11475,6,1975,,713,811,1552,2,6,1,1975,2,434,2006,179900
2353,,9927,7,1976,252,1047,1083,1083,1,5,1,1976,2,596,2006,172000
2354,75,9512,7,2005,,960,960,2318,2,8,1,2005,2,541,2006,294323
2355,81,10530,6,1975,248,675,1109,1875,3,8,1,1975,2,485,2006,184500
2356,78,10140,5,1975,,1056,1074,1074,1,6,0,1975,2,495,2006,153500
2357,78,10140,7,1976,,832,832,1664,2,8,1,1976,2,528,2006,162900
2358,78,10140,6,1974,99,1040,1309,1309,1,5,1,1974,2,484,2006,181000
2359,80,10000,6,1974,176,1103,1103,1103,2,6,0,1974,2,462,2006,155000
2360,,15870,5,1969,,1096,1096,1096,1,6,0,1969,1,299,2006,138800
2361,71,9353,4,1970,,864,864,864,1,5,0,1972,1,280,2006,116050
2362,,8125,4,1971,,858,858,858,1,5,0,,0,0,2006,88000
2363,60,7200,4,1971,,864,874,874,1,5,0,1995,2,576,2006,97500
2364,26,8773,6,2002,,1487,1419,1419,2,4,0,2002,2,543,2006,190000
2365,24,2760,6,1973,514,525,525,1092,1,6,0,1973,2,440,2006,105500
2366,24,2160,5,1973,200,765,765,1365,1,7,1,1973,2,440,2006,125500
2367,21,1953,6,1973,408,483,483,987,1,5,0,1973,1,264,2006,83000
2368,21,1890,6,1972,380,494,494,1030,1,6,0,1973,1,264,2006,116000
2369,21,1680,6,1971,236,672,672,1218,1,7,0,,0,0,2006,91500
2370,21,1680,6,1972,281,672,672,1218,1,7,0,1972,1,264,2006,118000
2371,21,1680,6,1972,504,483,483,948,1,5,0,1972,1,264,2006,89000
2372,21,1680,6,1972,504,525,525,1092,1,6,0,1972,1,264,2006,108000
2373,21,1680,6,1972,297,483,483,987,1,5,1,1972,1,288,2006,94500
2374,53,4043,6,1975,,1069,1069,1069,2,4,1,1975,2,440,2006,146300
2375,65,7514,5,1967,,943,1387,1387,1,6,1,1974,1,300,2006,145000
2376,68,7838,5,1967,,864,900,900,1,6,1,1967,1,288,2006,123000
2377,24,2280,7,1976,,1055,1055,1055,2,4,0,1976,1,319,2006,137500
2378,24,2179,6,1976,,855,855,1456,2,6,1,1976,2,460,2006,144000
2379,129,16737,9,2004,66,1980,1980,1980,2,8,1,2004,3,770,2006,315000
2380,72,16387,9,2006,215,1738,1738,2589,2,11,1,2006,3,831,2006,412083
2381,111,16259,9,2006,370,1249,1249,2596,3,9,0,2006,3,840,2006,342643
2382,110,16163,8,2004,232,1618,1618,1618,2,6,1,2004,3,880,2006,252000
2383,107,13891,10,2006,,2076,2076,2076,2,7,1,2006,3,850,2006,465000
2384,108,12228,7,2006,206,1721,1740,1740,2,8,0,2006,3,874,2006,293000
2385,120,14780,9,2005,568,1868,1868,1868,2,7,1,2005,3,1085,2006,415000
2386,98,16033,9,2004,378,1833,1850,1850,2,8,1,2004,3,772,2006,326000
2387,101,14215,8,2005,380,1158,1158,2376,3,9,1,2005,3,853,2006,325300
2388,108,13418,8,2004,132,1117,1132,2452,3,9,1,2004,3,691,2006,309000
2389,120,13975,9,2005,525,1090,1117,2206,2,10,1,2005,3,670,2006,300000
2390,80,10240,8,2005,178,1030,1038,2098,2,8,1,2005,3,878,2006,275500
2391,82,9942,9,2005,385,1606,1625,2091,2,8,1,2005,2,521,2006,338500
2392,85,11924,9,2005,286,1175,1182,2324,3,11,2,2005,3,736,2006,345000
2393,103,12867,8,2005,,1209,1209,2253,2,8,1,2005,2,575,2006,344133
2394,82,10672,8,2006,,1054,1054,2389,2,10,1,2006,3,672,2006,298236
2395,82,11643,8,2005,142,1524,1544,2358,2,10,1,2005,3,784,2006,329900
2396,90,12378,9,2003,,1896,1944,1944,2,8,3,2003,3,708,2006,360000
2397,86,11065,8,2006,788,1085,1120,1970,2,8,1,2006,3,753,2006,281000
2398,121,13758,9,2005,430,1792,1792,1792,2,6,1,2005,3,925,2006,372397
2399,131,14828,9,2004,674,1780,1780,1780,2,7,1,2004,3,816,2006,378000
2400,72,11846,9,2003,562,1792,1792,1792,2,6,1,2003,3,874,2006,374000
2401,56,20431,9,2005,870,1848,1848,2728,2,10,2,2006,3,706,2006,437154
2402,74,10927,8,2005,280,1058,1058,1904,2,8,1,2003,2,736,2006,275000
2403,,13215,8,2004,112,1420,1426,1914,2,9,1,2004,3,746,2006,279000
2404,43,7052,7,2005,240,1364,1364,1364,2,6,1,2005,2,484,2006,185850
2405,48,5911,9,2005,278,1560,1565,1565,2,6,1,2005,2,556,2006,282500
2406,48,6955,7,2005,94,1368,1368,1368,2,6,1,2005,2,474,2006,202500
2407,40,6792,7,2005,94,1368,1368,1368,2,6,1,2005,2,474,2006,202665
2408,61,7740,9,2006,518,1686,1686,1686,2,6,1,2006,3,899,2006,332200
2409,48,6373,9,2006,572,1666,1666,1666,2,6,1,2006,2,575,2006,310090
2410,,3136,7,2003,163,1405,1405,1405,2,6,1,2003,2,478,2006,171750
2411,65,10237,6,2005,,1316,1316,1316,2,6,1,2005,2,397,2006,169990
2412,65,10237,6,2005,,728,728,1456,2,8,1,2005,2,390,2006,170440
2413,65,10237,7,2006,,738,738,1492,2,8,0,2006,2,440,2006,169985
2414,58,17104,7,2006,,654,664,1496,2,7,1,2006,2,426,2006,179665
2415,58,14054,7,2006,,879,879,1863,2,9,1,2006,3,660,2006,219210
2416,102,11660,6,2006,,1326,1326,1326,2,6,0,2006,2,427,2006,174190
2417,105,15578,6,2006,,728,728,1456,2,8,0,2006,2,429,2006,172785
2418,96,11631,8,2004,236,1052,1052,2373,2,9,1,2004,3,632,2006,258000
2419,75,9073,7,2006,,738,738,1492,2,8,0,2006,2,440,2006,185101
2420,43,3087,7,2006,14,1220,1364,1364,2,6,1,2006,2,437,2006,210250
2421,,3196,7,2003,18,1374,1557,1557,2,7,1,2003,2,420,2006,234000
2422,,3196,8,2003,40,1273,1456,1456,2,7,1,2003,2,400,2006,215000
2423,,2938,7,2002,40,1368,1511,1511,2,5,1,2002,2,398,2006,246990
2424,,3072,7,2004,18,1375,1414,1414,2,6,1,2004,2,398,2006,178740
2425,,3072,7,2004,18,1365,1548,1548,2,7,1,2004,2,388,2006,225000
2426,43,3010,7,2005,16,1248,1248,1248,2,5,0,2005,2,438,2006,167240
2427,43,3010,7,2005,14,1142,1142,1142,2,6,0,2005,2,440,2006,156820
2428,43,3013,7,2005,145,1362,1506,1506,2,6,1,2005,2,440,2006,213490
2429,53,3982,8,2006,,1520,1567,1567,2,7,1,2006,3,648,2006,264561
2430,53,4045,7,2006,45,1356,1500,1500,2,6,1,2006,3,648,2006,246578
2431,60,21930,5,2005,,732,734,1838,2,7,1,2005,2,372,2006,192140
2432,,7861,6,2002,,783,807,1509,2,7,1,2002,2,393,2006,183200
2433,74,9056,8,2004,,707,707,1414,2,6,1,2004,2,403,2006,178000
2434,59,9171,7,2004,,848,848,1598,2,7,1,2004,2,433,2006,201490
2435,106,11194,8,2000,40,1406,1454,1936,2,7,1,2000,2,504,2006,230500
2436,63,7875,7,2003,,783,807,1509,2,8,1,2003,2,393,2006,180000
2437,,8121,6,2000,,953,953,1664,2,7,1,2000,2,460,2006,172400
2438,,8658,6,2000,,982,1008,1889,2,9,1,2000,2,431,2006,215000
2439,,11214,7,1998,,930,956,1886,2,10,1,1998,2,431,2006,199900
2440,58,10852,6,2000,,959,959,1671,2,7,1,2000,2,472,2006,173000
2441,,12104,7,2006,,1035,1082,2322,3,8,0,2006,3,617,2006,287602
2442,66,8738,7,1999,302,975,1005,2291,2,8,1,1999,2,429,2006,230000
2443,82,9452,8,1997,423,1396,1407,2392,2,7,1,1997,3,870,2006,348000
2444,84,9660,8,1998,242,1044,1079,1976,2,7,1,1998,3,885,2006,286000
2445,83,9545,8,2000,322,1160,1205,2234,2,7,1,2000,3,768,2006,300000
2446,118,35760,10,1995,1378,1930,1831,3627,3,10,1,1995,3,807,2006,625000
2447,,9233,9,2000,877,1540,1540,2855,2,9,1,2000,3,774,2006,405000
2448,78,12011,8,1998,530,1086,1086,1924,2,7,1,1998,2,592,2006,280000
2449,93,12090,8,1998,650,1141,1165,2263,2,10,1,1998,2,420,2006,258000
2450,83,10019,8,1995,397,1342,1358,2726,2,9,1,1995,3,725,2006,350000
2451,114,17242,9,1993,738,1733,1933,3500,3,11,1,1993,3,959,2006,584500
2452,,10236,8,1994,501,1290,1305,2494,2,9,1,1994,3,803,2006,321000
2453,92,10120,8,1994,391,1165,1203,2526,2,8,1,1994,3,844,2006,290000
2454,,12585,8,1993,420,1286,1565,2799,2,8,1,1993,3,704,2006,315000
2455,75,12447,8,2005,192,1100,1116,1964,2,8,1,2005,2,760,2006,252000
2456,49,15218,8,2006,,1670,1670,1670,2,6,1,2006,3,928,2006,336820
2457,49,20896,8,2005,,2077,2097,2097,1,8,1,2005,3,1134,2006,423000
2458,85,10182,8,2006,420,1660,1660,1660,2,8,1,2006,2,500,2006,290000
2459,73,8688,7,2005,228,1616,1616,1616,2,7,0,2005,3,834,2006,232000
2460,85,10936,8,2006,60,1504,1504,1504,2,7,0,2006,2,510,2006,199000
2461,72,8640,8,2006,,1278,1278,1278,2,5,0,2006,2,584,2006,198600
2462,100,13162,9,2006,,2036,2036,2640,3,11,1,2006,3,792,2006,405749
2463,81,11216,8,2006,,1489,1489,1489,2,7,1,2006,2,776,2006,232600
2464,84,10728,8,2006,,1095,1095,1939,2,8,1,2006,3,1053,2006,266000
2465,65,8125,7,2005,,756,756,1553,2,6,0,2005,2,615,2006,186500
2466,65,8125,6,2005,,858,858,1716,2,7,0,2005,2,615,2006,200825
2467,65,8125,7,2006,,770,778,1576,2,6,0,2006,2,614,2006,197000
2468,60,7200,6,2006,68,1262,1262,1262,2,5,0,2006,2,572,2006,185000
2469,62,7500,7,2005,,1257,1266,1266,2,6,1,2005,2,453,2006,176000
2470,60,7200,7,2006,,1293,1301,1301,2,5,1,2006,2,572,2006,187750
2471,74,7733,6,2005,,1142,1142,1142,1,5,0,,0,0,2006,139500
2472,91,11024,7,2005,118,1400,1400,1400,2,6,0,2005,2,612,2006,186800
2473,63,13072,6,2005,,1131,1131,1131,1,6,0,,0,0,2006,132000
2474,63,13072,6,2005,,1141,1141,1141,1,6,0,2005,2,484,2006,142500
2475,63,13072,6,2004,,1158,1158,1158,1,5,0,2006,2,576,2006,158000
2476,65,7800,7,2005,172,891,891,1686,2,8,0,2005,2,462,2006,184000
2477,74,7632,7,2005,96,784,831,1585,2,7,0,2005,2,449,2006,184900
2478,70,8304,6,1997,,941,941,1837,2,7,0,1997,2,688,2006,187000
2479,65,7153,6,1992,,761,810,1603,2,7,0,1992,2,484,2006,175900
2480,70,9370,6,1992,,836,844,1731,2,7,0,1992,2,462,2006,248500
2481,50,7175,6,1990,,1398,1398,1398,2,5,0,1990,2,542,2006,172000
2482,50,7175,6,1991,,1217,1217,1217,2,5,0,1991,2,484,2006,151000
2483,,9019,6,1994,,636,636,1320,2,6,0,1994,2,472,2006,150000
2484,,8900,4,1966,,1056,1056,1056,1,5,0,1966,1,384,2006,107000
2485,60,7800,5,1965,,828,965,965,1,6,0,1979,1,300,2006,119900
2486,70,9100,5,1962,51,988,988,988,1,6,0,1977,2,624,2006,129500
2487,70,9100,5,1963,336,1728,1728,1728,2,10,0,1963,2,504,2006,125000
2488,68,8927,6,1977,,0,1286,1654,2,10,0,1977,2,528,2006,119500
2489,,9240,5,1962,,864,1211,1211,1,6,1,1972,2,576,2006,144000
2490,88,8471,6,1977,46,506,1212,1212,1,6,1,1978,2,492,2006,151000
2491,,9308,5,1965,,984,984,984,1,5,0,1965,1,310,2006,126000
2492,65,8450,5,1968,90,882,909,909,1,5,0,1968,1,294,2006,116000
2493,,8638,5,1963,,925,925,925,1,5,0,1990,2,484,2006,133500
2494,,13052,5,1965,,1024,1024,1024,1,5,0,1965,1,308,2006,120875
2495,,13526,5,1965,114,935,935,935,1,5,0,1965,1,288,2006,137000
2496,,8020,5,1964,,912,912,912,1,6,0,,0,0,2006,124000
2497,65,6993,5,1961,,912,1236,1236,1,6,1,1961,1,288,2006,135000
2498,,8789,5,1967,,912,941,941,1,6,1,1967,1,288,2006,129200
2499,100,14330,7,1974,145,1748,2151,2646,2,9,4,1974,2,550,2006,260000
2500,121,16059,8,1991,284,1288,1301,2417,2,9,1,1991,2,462,2006,260000
2501,105,11025,8,1992,692,1334,1520,2826,2,9,3,1992,3,888,2006,334000
2502,,14541,8,1993,,1338,1352,2520,2,10,1,1993,3,796,2006,310000
2503,,13346,7,1992,,1095,1166,2295,2,9,1,1992,2,590,2006,268000
2504,89,12461,8,1994,,1624,1624,1624,2,5,1,1994,3,757,2006,262000
2505,34,3628,7,2004,,1143,1143,1143,1,5,1,2004,2,588,2006,176400
2506,37,3316,8,2005,,1247,1247,1247,1,4,1,2005,2,550,2006,197000
2507,30,3180,7,2005,,600,520,1200,2,4,0,2005,2,480,2006,151000
2508,24,2544,7,2005,,600,520,1223,2,4,0,2005,2,480,2006,147400
2509,24,2544,7,2005,,600,520,1223,2,4,0,2005,2,480,2006,149900
2510,30,3180,7,2005,,600,520,1200,2,4,0,2005,2,480,2006,144152
2511,,2998,6,2000,513,756,768,1524,2,4,0,2000,2,440,2006,166000
2512,35,3735,7,1999,218,691,713,1452,2,6,0,1999,2,506,2006,183900
2513,,2651,7,2000,,673,673,1382,2,6,0,2000,2,490,2006,165000
2514,,4447,7,2003,,530,530,1080,2,4,0,2003,2,496,2006,139000
2515,114,8314,7,1997,,569,854,1694,2,6,1,1997,1,434,2006,200000
2516,60,7180,8,2001,,1568,1568,1568,2,6,1,2001,2,564,2006,221000
2517,30,9549,8,1995,,1494,1494,1494,1,6,1,1995,2,481,2006,270000
2518,,11250,6,1977,,1208,1208,1208,1,6,1,1977,2,546,2006,165000
2519,,3760,8,1980,,1235,1235,1235,1,4,3,1980,2,484,2006,214000
2520,36,3640,8,1980,,1036,1036,1036,1,4,1,1980,2,484,2006,188000
2521,40,3874,8,1980,,1226,1226,1226,1,4,1,1980,2,484,2006,190000
2522,40,3876,8,1978,,1226,1226,1226,1,4,1,1978,2,484,2006,170000
2523,68,50271,9,1981,,1842,1842,1842,0,5,1,1981,3,894,2006,385000
2524,79,13110,5,1972,144,1153,1193,1193,2,6,0,1972,2,501,2006,146500
2525,102,10192,7,1968,143,570,1222,1920,3,8,1,1968,2,487,2006,170000
2526,,20781,7,1968,,1568,2156,2156,2,9,1,1968,2,508,2006,262500
2527,90,11700,6,1968,420,708,708,1416,2,7,1,1968,2,776,2006,179900
2528,,11029,6,1968,220,1054,1512,2654,2,9,1,1968,2,619,2006,250000
2529,80,10400,6,1972,288,732,1012,1790,1,8,1,1972,2,484,2006,165150
2530,78,10140,7,1967,264,1334,1334,1334,2,7,0,1967,2,477,2006,164500
2531,80,9600,7,1969,168,1164,1164,1164,1,6,0,1969,2,528,2006,140000
2532,75,9750,5,1967,,980,980,980,2,6,0,1967,1,384,2006,135500
2533,80,9600,5,1968,,1051,1051,1051,1,6,0,1968,2,504,2006,142000
2534,72,8640,5,1968,300,900,884,1770,1,7,0,1968,2,530,2006,155000
2535,78,9360,6,1968,203,976,976,976,1,4,1,1968,2,504,2006,157500
2536,70,8400,5,1968,168,1052,1052,1052,1,5,0,1968,1,288,2006,138500
2537,70,8400,5,1968,,833,898,898,1,6,0,1968,1,326,2006,140000
2538,,9759,5,1966,,1051,1051,1051,1,6,0,1966,1,264,2006,124400
2539,80,9600,5,1967,140,1141,1141,1141,1,6,0,1967,1,568,2006,158000
2540,71,9230,5,1965,166,864,1200,1200,1,6,0,1977,2,884,2006,146000
2541,,14803,6,1971,252,825,1097,1993,2,8,1,1971,2,495,2006,190000
2542,,10659,5,1961,,1050,1050,1050,1,6,0,1961,1,368,2006,136500
2543,70,9100,5,1958,,864,864,864,1,5,0,1964,2,624,2006,129900
2544,70,8393,5,1959,122,1626,1712,1712,2,8,0,2005,2,588,2006,145000
2545,80,8800,6,1965,,1187,1565,1565,2,7,2,1965,1,299,2006,185900
2546,80,8800,6,1964,425,1251,1251,1251,1,6,2,1964,1,461,2006,160000
2547,,10368,6,1964,112,1008,1488,1488,1,7,1,1964,2,430,2006,167000
2548,85,9350,5,1964,,720,720,1440,1,7,1,1964,2,480,2006,157500
2549,75,10382,6,1958,105,588,1095,1095,1,6,0,1958,1,264,2006,140000
2550,69,8973,5,1958,85,1008,1053,1053,1,6,0,1998,2,750,2006,150000
2551,80,10800,5,1960,88,1248,1248,1248,1,6,0,1960,1,286,2006,151500
2552,60,8550,6,1934,,816,816,816,1,4,1,1949,1,240,2006,129800
2553,,11425,5,1954,,1008,1008,1008,1,4,1,1954,1,275,2006,137000
2554,68,9724,5,1947,,938,1043,1043,1,5,1,1947,1,273,2006,137000
2555,51,4712,4,1946,,747,774,1230,1,5,0,1946,1,305,2006,121600
2556,51,5900,4,1923,,440,869,869,1,4,0,,0,0,2006,85500
